day,combination,NPs,replicate,ANK_cell_ml,CHLA_cell_ml,SCE_cell_ml,SEL_cell_ml,STA_cell_ml,ANK_biomass_ml,CHLA_biomass_ml,SCE_biomass_ml,SEL_biomass_ml,STA_biomass_ml,cell_ml,biomass_ml
27,ANK+STA,0,3,1402800,0,0,0,2200,6675218,0,0,0,12247.45,1405000,6687465
30,ANK+STA,0,1,1527900,0,0,0,3000,7290366,0,0,0,651856.4,1530900,7942222
30,ANK+STA,0,2,1922600,0,0,0,3000,8431071,0,0,0,81857.82,1925600,8512929
30,ANK+STA,0,3,1700600,0,0,0,3600,8100425,0,0,0,17557.25,1704200,8117982
35,ANK+STA,0,1,2290900,0,0,0,4600,12087518,0,0,0,144842,2295500,12232360
35,ANK+STA,0,2,1921700,0,0,0,3200,9015389,0,0,0,8401.433,1924900,9023790
35,ANK+STA,0,3,2143700,0,0,0,3300,11873591,0,0,0,14976.96,2147000,11888568
40,ANK+STA,0,1,2487400,0,0,0,3000,13750220,0,0,0,899761,2490400,14649981
40,ANK+STA,0,2,2242600,0,0,0,3700,11706190,0,0,0,12164.89,2246300,11718355
40,ANK+STA,0,3,2441200,0,0,0,2500,12756696,0,0,0,12199.21,2443700,12768895
3,ANK+STA,2,1,1200,0,0,0,100,18002.09,0,0,0,311272.3,1300,329274.4
3,ANK+STA,2,2,550,0,0,0,150,8597.32,0,0,0,347724.8,700,356322.1
3,ANK+STA,2,3,450,0,0,0,50,6637.655,0,0,0,82704.83,500,89342.49
6,ANK+STA,2,1,13650,0,0,0,150,143309.5,0,0,0,283473.5,13800,426783
6,ANK+STA,2,2,11950,0,0,0,200,146593.8,0,0,0,274219.4,12150,420813.2
6,ANK+STA,2,3,13600,0,0,0,400,160464.8,0,0,0,580043.3,14000,740508.1
9,ANK+STA,2,1,116300,0,0,0,750,949470,0,0,0,1285587,117050,2235057
9,ANK+STA,2,2,75650,0,0,0,900,591908.9,0,0,0,1165810,76550,1757719
9,ANK+STA,2,3,120500,0,0,0,500,979297,0,0,0,899907.3,121000,1879204
12,ANK+STA,2,1,353850,0,0,0,850,1448186,0,0,0,1508623,354700,2956809
12,ANK+STA,2,2,260200,0,0,0,1000,1100163,0,0,0,1734368,261200,2834531
12,ANK+STA,2,3,350300,0,0,0,1950,1492982,0,0,0,2232657,352250,3725639
15,ANK+STA,2,1,683600,0,0,0,1400,2635777,0,0,0,2533493,685000,5169270
15,ANK+STA,2,2,432800,0,0,0,1300,1681856,0,0,0,1620654,434100,3302510
15,ANK+STA,2,3,571200,0,0,0,1200,2128245,0,0,0,2311554,572400,4439800
18,ANK+STA,2,1,993700,0,0,0,900,3359172,0,0,0,1571532,994600,4930703
18,ANK+STA,2,2,596900,0,0,0,1100,2497431,0,0,0,1759378,598000,4256810
18,ANK+STA,2,3,802700,0,0,0,2100,3035194,0,0,0,3024306,804800,6059500
21,ANK+STA,2,1,1131400,0,0,0,1600,4373305,0,0,0,1819608,1133000,6192914
21,ANK+STA,2,2,901200,0,0,0,2200,3944434,0,0,0,3258929,903400,7203363
21,ANK+STA,2,3,1057600,0,0,0,2400,4152725,0,0,0,2403983,1060000,6556707
24,ANK+STA,2,1,1243200,0,0,0,3300,4969679,0,0,0,4156518,1246500,9126196
24,ANK+STA,2,2,754300,0,0,0,1200,3002565,0,0,0,2115.96,755500,3004681
24,ANK+STA,2,3,965300,0,0,0,800,3656432,0,0,0,1097462,966100,4753894
27,ANK+STA,2,1,1316600,0,0,0,1500,5538379,0,0,0,2427097,1318100,7965476
27,ANK+STA,2,2,1015800,0,0,0,2900,4282342,0,0,0,236539.9,1018700,4518882
27,ANK+STA,2,3,1141700,0,0,0,2200,4975179,0,0,0,2704741,1143900,7679921
30,ANK+STA,2,1,1264100,0,0,0,1700,5713934,0,0,0,350362.1,1265800,6064297
30,ANK+STA,2,2,1106500,0,0,0,2500,4750086,0,0,0,2026638,1109000,6776724
30,ANK+STA,2,3,1346400,0,0,0,1800,6747723,0,0,0,2490981,1348200,9238704
35,ANK+STA,2,1,2292200,0,0,0,3000,11958552,0,0,0,2387950,2295200,14346502
35,ANK+STA,2,2,1389400,0,0,0,3000,7177049,0,0,0,2008680,1392400,9185728
35,ANK+STA,2,3,1669100,0,0,0,2300,9136879,0,0,0,20973.07,1671400,9157852
40,ANK+STA,2,1,2117200,0,0,0,2100,11104700,0,0,0,1552980,2119300,12657680
40,ANK+STA,2,2,1814100,0,0,0,1800,9042310,0,0,0,229429.8,1815900,9271740
40,ANK+STA,2,3,1776600,0,0,0,1300,9966960,0,0,0,54534.94,1777900,10021495
3,ANK+STA,4,1,600,0,0,0,150,30810.92,0,0,0,271321.9,750,302132.8
3,ANK+STA,4,2,700,0,0,0,200,7114.988,0,0,0,492065.5,900,499180.5
3,ANK+STA,4,3,650,0,0,0,50,13812.97,0,0,0,80172.11,700,93985.08
6,ANK+STA,4,1,13200,0,0,0,450,153616.8,0,0,0,788732.2,13650,942349
6,ANK+STA,4,2,8300,0,0,0,550,122030,0,0,0,912308.8,8850,1034339
6,ANK+STA,4,3,7650,0,0,0,400,98917.25,0,0,0,851196.2,8050,950113.5
9,ANK+STA,4,1,120250,0,0,0,1450,1038987,0,0,0,2224388,121700,3263375
9,ANK+STA,4,2,81600,0,0,0,1250,860914.9,0,0,0,1994821,82850,2855736
9,ANK+STA,4,3,99450,0,0,0,1600,968498.3,0,0,0,2447473,101050,3415971
12,ANK+STA,4,1,316450,0,0,0,1400,1189349,0,0,0,2300576,317850,3489925
12,ANK+STA,4,2,204900,0,0,0,1200,822155.5,0,0,0,1927767,206100,2749922
12,ANK+STA,4,3,245850,0,0,0,1000,1022866,0,0,0,1377570,246850,2400436
15,ANK+STA,4,1,498700,0,0,0,1700,1683698,0,0,0,2546728,500400,4230426
15,ANK+STA,4,2,397100,0,0,0,2800,1366792,0,0,0,3493938,399900,4860730
15,ANK+STA,4,3,425700,0,0,0,2000,1697624,0,0,0,202.2143,427700,1697826
18,ANK+STA,4,1,736100,0,0,0,2100,2658318,0,0,0,3452123,738200,6110440
18,ANK+STA,4,2,561500,0,0,0,1500,2042037,0,0,0,2072636,563000,4114673
18,ANK+STA,4,3,698800,0,0,0,1500,2882418,0,0,0,1069687,700300,3952105
21,ANK+STA,4,1,1074400,0,0,0,1800,4256564,0,0,0,2811437,1076200,7068001
21,ANK+STA,4,2,647800,0,0,0,1600,2533507,0,0,0,2434789,649400,4968296
21,ANK+STA,4,3,817600,0,0,0,1500,3472282,0,0,0,1791246,819100,5263528
24,ANK+STA,4,1,985800,0,0,0,1900,3526996,0,0,0,2536.235,987700,3529533
24,ANK+STA,4,2,763600,0,0,0,2300,3007480,0,0,0,3736886,765900,6744366
24,ANK+STA,4,3,894100,0,0,0,2200,3467643,0,0,0,1713490,896300,5181133
27,ANK+STA,4,1,1226000,0,0,0,3300,4571528,0,0,0,3770888,1229300,8342416
27,ANK+STA,4,2,844700,0,0,0,1600,3241564,0,0,0,8761.124,846300,3250325
27,ANK+STA,4,3,1011100,0,0,0,4000,3970704,0,0,0,5224386,1015100,9195090
30,ANK+STA,4,1,1635900,0,0,0,1900,7421224,0,0,0,2424422,1637800,9845646
30,ANK+STA,4,2,1144300,0,0,0,1900,5122185,0,0,0,2918464,1146200,8040649
30,ANK+STA,4,3,1147900,0,0,0,1900,5028391,0,0,0,1625.6,1149800,5030017
35,ANK+STA,4,1,1796400,0,0,0,2300,8791385,0,0,0,2029876,1798700,10821261
35,ANK+STA,4,2,1248400,0,0,0,1700,6151463,0,0,0,33999526,1250100,40150989
35,ANK+STA,4,3,1385800,0,0,0,2700,6823304,0,0,0,2553286,1388500,9376590
40,ANK+STA,4,1,2030900,0,0,0,1400,10203359,0,0,0,56690.69,2032300,10260049
40,ANK+STA,4,2,1408700,0,0,0,900,7408270,0,0,0,554951.1,1409600,7963222
40,ANK+STA,4,3,1547800,0,0,0,2100,7833803,0,0,0,28419.74,1549900,7862223
3,ANK+STA,8,1,650,0,0,0,100,38132.15,0,0,0,843.6708,750,38975.83
3,ANK+STA,8,2,350,0,0,0,100,3069.66,0,0,0,162585,450,165654.6
3,ANK+STA,8,3,700,0,0,0,0,23871.15,0,0,0,0,700,23871.15
6,ANK+STA,8,1,6650,0,0,0,700,92749.72,0,0,0,1063672,7350,1156422
6,ANK+STA,8,2,4350,0,0,0,300,96987.54,0,0,0,415253.9,4650,512241.5
6,ANK+STA,8,3,4850,0,0,0,750,66133.5,0,0,0,1202720,5600,1268853
9,ANK+STA,8,1,49350,0,0,0,2450,638365.9,0,0,0,1025.539,51800,639391.4
9,ANK+STA,8,2,52650,0,0,0,750,617673.5,0,0,0,844466,53400,1462140
9,ANK+STA,8,3,50500,0,0,0,900,573884.8,0,0,0,1265883,51400,1839768
12,ANK+STA,8,1,244750,0,0,0,2300,1125895,0,0,0,1972377,247050,3098273
12,ANK+STA,8,2,213350,0,0,0,850,1126848,0,0,0,313.9841,214200,1127162
12,ANK+STA,8,3,215500,0,0,0,1200,1094786,0,0,0,1680571,216700,2775358
15,ANK+STA,8,1,486300,0,0,0,1300,1984344,0,0,0,1258909,487600,3243253
15,ANK+STA,8,2,349500,0,0,0,3000,1619595,0,0,0,656.0019,352500,1620251
15,ANK+STA,8,3,311800,0,0,0,1900,1521093,0,0,0,2456885,313700,3977978
18,ANK+STA,8,1,724900,0,0,0,1900,2743915,0,0,0,2780822,726800,5524737
18,ANK+STA,8,2,622200,0,0,0,700,2538995,0,0,0,1254828,622900,3793823
18,ANK+STA,8,3,498300,0,0,0,3100,2255757,0,0,0,3999302,501400,6255059
21,ANK+STA,8,1,939300,0,0,0,1600,3587573,0,0,0,1389764,940900,4977337
21,ANK+STA,8,2,670300,0,0,0,1200,3185242,0,0,0,2568.734,671500,3187811
21,ANK+STA,8,3,751000,0,0,0,1100,3391233,0,0,0,1362007,752100,4753240
24,ANK+STA,8,1,905800,0,0,0,3500,3281492,0,0,0,1518.362,909300,3283010
24,ANK+STA,8,2,875500,0,0,0,700,3734466,0,0,0,488.8165,876200,3734954
24,ANK+STA,8,3,643500,0,0,0,1000,2552357,0,0,0,894335.6,644500,3446693
27,ANK+STA,8,1,1312900,0,0,0,3800,5634886,0,0,0,8099.646,1316700,5642985
27,ANK+STA,8,2,768500,0,0,0,3900,3109224,0,0,0,4869783,772400,7979007
27,ANK+STA,8,3,864000,0,0,0,1800,3926303,0,0,0,2262442,865800,6188745
30,ANK+STA,8,1,1604400,0,0,0,1500,7665439,0,0,0,2094038,1605900,9759477
30,ANK+STA,8,2,1245400,0,0,0,1500,5436076,0,0,0,1412477,1246900,6848553
30,ANK+STA,8,3,950600,0,0,0,2200,4712937,0,0,0,3253243,952800,7966180
35,ANK+STA,8,1,1793800,0,0,0,3100,8935679,0,0,0,2121766,1796900,11057445
35,ANK+STA,8,2,1679400,0,0,0,2200,8621781,0,0,0,1652695,1681600,10274476
35,ANK+STA,8,3,1371500,0,0,0,2600,7084471,0,0,0,2621752,1374100,9706223
40,ANK+STA,8,1,1476600,0,0,0,1300,6929611,0,0,0,808868.6,1477900,7738479
40,ANK+STA,8,2,1784100,0,0,0,1300,8951494,0,0,0,910187.1,1785400,9861682
40,ANK+STA,8,3,1483700,0,0,0,1300,7831382,0,0,0,1431994,1485000,9263376
3,ANK+STA,16,1,500,0,0,0,200,21445,0,0,0,374187.1,700,395632.1
3,ANK+STA,16,2,400,0,0,0,50,5248.693,0,0,0,359698.7,450,364947.4
3,ANK+STA,16,3,350,0,0,0,200,7762.207,0,0,0,454043.6,550,461805.8
6,ANK+STA,16,1,5850,0,0,0,450,84880.97,0,0,0,78017.15,6300,162898.1
6,ANK+STA,16,2,3800,0,0,0,350,55119.73,0,0,0,27775.71,4150,82895.44
6,ANK+STA,16,3,4350,0,0,0,150,57984.08,0,0,0,448250.6,4500,506234.7
9,ANK+STA,16,1,55050,0,0,0,600,778858.7,0,0,0,766388.1,55650,1545247
9,ANK+STA,16,2,26150,0,0,0,500,365746.1,0,0,0,962811.1,26650,1328557
9,ANK+STA,16,3,18400,0,0,0,500,251231.3,0,0,0,526012.6,18900,777243.9
12,ANK+STA,16,1,252150,0,0,0,1500,1217922,0,0,0,1799159,253650,3017081
12,ANK+STA,16,2,170300,0,0,0,950,1362659,0,0,0,1604604,171250,2967263
12,ANK+STA,16,3,162500,0,0,0,900,1191721,0,0,0,1260503,163400,2452225
15,ANK+STA,16,1,520500,0,0,0,1100,2261415,0,0,0,1735708,521600,3997124
15,ANK+STA,16,2,335400,0,0,0,800,1961063,0,0,0,1340528,336200,3301591
15,ANK+STA,16,3,368000,0,0,0,1100,1962185,0,0,0,2068925,369100,4031110
18,ANK+STA,16,1,836600,0,0,0,1000,3169512,0,0,0,1530955,837600,4700467
18,ANK+STA,16,2,598200,0,0,0,500,3113655,0,0,0,744931,598700,3858586
18,ANK+STA,16,3,553000,0,0,0,1400,2466681,0,0,0,1462526,554400,3929207
21,ANK+STA,16,1,1173600,0,0,0,2300,4352051,0,0,0,3034274,1175900,7386325
21,ANK+STA,16,2,831900,0,0,0,2800,3736702,0,0,0,4286828,834700,8023529
21,ANK+STA,16,3,868200,0,0,0,1800,3535325,0,0,0,2246565,870000,5781890
24,ANK+STA,16,1,1265700,0,0,0,1800,4011147,0,0,0,2941491,1267500,6952638
24,ANK+STA,16,2,862600,0,0,0,800,3521331,0,0,0,697620.9,863400,4218952
24,ANK+STA,16,3,1018800,0,0,0,1200,4119138,0,0,0,1794458,1020000,5913596
27,ANK+STA,16,1,1668200,0,0,0,1200,5743545,0,0,0,960758.7,1669400,6704304
27,ANK+STA,16,2,1140100,0,0,0,2500,4791443,0,0,0,3986478,1142600,8777921
27,ANK+STA,16,3,1197200,0,0,0,1900,4693089,0,0,0,2666360,1199100,7359449
30,ANK+STA,16,1,1839400,0,0,0,1900,7764701,0,0,0,2694870,1841300,10459570
30,ANK+STA,16,2,1405400,0,0,0,1200,6207559,0,0,0,196155.8,1406600,6403715
30,ANK+STA,16,3,1501100,0,0,0,2200,6437074,0,0,0,3244.328,1503300,6440318
35,ANK+STA,16,1,1759900,0,0,0,2200,7752902,0,0,0,2497326,1762100,10250228
35,ANK+STA,16,2,1773700,0,0,0,2600,7906332,0,0,0,1981292,1776300,9887624
35,ANK+STA,16,3,1620200,0,0,0,2600,7571581,0,0,0,2824546,1622800,10396127
40,ANK+STA,16,1,1685700,0,0,0,2300,7818548,0,0,0,2088447,1688000,9906995
40,ANK+STA,16,2,1667700,0,0,0,1900,8206261,0,0,0,1261407,1669600,9467668
40,ANK+STA,16,3,1786800,0,0,0,2300,9334033,0,0,0,3080794,1789100,12414827
3,CHLA+SCE,0,1,0,550,200,0,0,0,49910.82,82582.99,0,0,750,132493.8
3,CHLA+SCE,0,2,0,1000,400,0,0,0,74069.4,319803.2,0,0,1400,393872.6
3,CHLA+SCE,0,3,0,600,200,0,0,0,33464.83,175309.1,0,0,800,208773.9
6,CHLA+SCE,0,1,0,2350,1200,0,0,0,187642.6,672326.4,0,0,3550,859969
6,CHLA+SCE,0,2,0,2150,1200,0,0,0,160672.9,406390,0,0,3350,567062.8
6,CHLA+SCE,0,3,0,3600,800,0,0,0,266397.7,451207.9,0,0,4400,717605.6
9,CHLA+SCE,0,1,0,15750,4250,0,0,0,940194.1,1358097,0,0,20000,2298291
9,CHLA+SCE,0,2,0,14850,3650,0,0,0,916954.6,1346924,0,0,18500,2263878
9,CHLA+SCE,0,3,0,13000,5100,0,0,0,733930.1,1733601,0,0,18100,2467531
12,CHLA+SCE,0,1,0,63850,13650,0,0,0,3043608,3918524,0,0,77500,6962132
12,CHLA+SCE,0,2,0,44050,12800,0,0,0,2262657,3477836,0,0,56850,5740493
12,CHLA+SCE,0,3,0,37300,13000,0,0,0,2094781,4013567,0,0,50300,6108347
15,CHLA+SCE,0,1,0,160700,35800,0,0,0,6910105,6761312,0,0,196500,13671416
15,CHLA+SCE,0,2,0,125800,32400,0,0,0,5323554,6057533,0,0,158200,11381087
15,CHLA+SCE,0,3,0,104600,29700,0,0,0,4269564,5786734,0,0,134300,10056299
18,CHLA+SCE,0,1,0,246200,46700,0,0,0,7566979,10510177,0,0,292900,18077156
18,CHLA+SCE,0,2,0,249500,49300,0,0,0,8077621,10141364,0,0,298800,18218985
18,CHLA+SCE,0,3,0,208200,49000,0,0,0,6635264,11867724,0,0,257200,18502989
21,CHLA+SCE,0,1,0,386600,69800,0,0,0,5670084,19445256,0,0,456400,25115339
21,CHLA+SCE,0,2,0,323300,66600,0,0,0,5381672,15922009,0,0,389900,21303682
21,CHLA+SCE,0,3,0,311000,75200,0,0,0,4999659,18161091,0,0,386200,23160750
24,CHLA+SCE,0,1,0,372900,86700,0,0,0,3516914,27828340,0,0,459600,31345254
24,CHLA+SCE,0,2,0,372700,82700,0,0,0,4116396,24092281,0,0,455400,28208677
24,CHLA+SCE,0,3,0,357600,85500,0,0,0,4008150,22735218,0,0,443100,26743369
27,CHLA+SCE,0,1,0,426200,103600,0,0,0,3922569,36101342,0,0,529800,40023911
27,CHLA+SCE,0,2,0,360000,93100,0,0,0,3147712,29669189,0,0,453100,32816901
27,CHLA+SCE,0,3,0,399200,106900,0,0,0,3892834,33490006,0,0,506100,37382840
30,CHLA+SCE,0,1,0,318700,101600,0,0,0,1992976,37463421,0,0,420300,39456397
30,CHLA+SCE,0,2,0,410000,127300,0,0,0,3078699,41972759,0,0,537300,45051458
30,CHLA+SCE,0,3,0,402600,148600,0,0,0,3184333,46544322,0,0,551200,49728654
35,CHLA+SCE,0,1,0,231100,129900,0,0,0,5804410,50659200,0,0,361000,56463610
35,CHLA+SCE,0,2,0,223300,153600,0,0,0,3885202,57117769,0,0,376900,61002971
35,CHLA+SCE,0,3,0,271000,143800,0,0,0,4246801,48822341,0,0,414800,53069142
40,CHLA+SCE,0,1,0,173800,152200,0,0,0,5506125,50034848,0,0,326000,55540973
40,CHLA+SCE,0,2,0,99500,153600,0,0,0,2407379,46075366,0,0,253100,48482745
40,CHLA+SCE,0,3,0,148200,186200,0,0,0,3794361,59971932,0,0,334400,63766294
3,CHLA+SCE,2,1,0,1000,100,0,0,0,47568.43,21685.3,0,0,1100,69253.73
3,CHLA+SCE,2,2,0,650,500,0,0,0,64370.96,287197.4,0,0,1150,351568.4
3,CHLA+SCE,2,3,0,850,450,0,0,0,39274.83,201723.6,0,0,1300,240998.4
6,CHLA+SCE,2,1,0,4900,950,0,0,0,297792.8,463352.1,0,0,5850,761144.9
6,CHLA+SCE,2,2,0,2850,1450,0,0,0,349471.5,1142177,0,0,4300,1491649
6,CHLA+SCE,2,3,0,4700,1350,0,0,0,379461,411935.1,0,0,6050,791396.1
9,CHLA+SCE,2,1,0,16950,4300,0,0,0,1211260,1871915,0,0,21250,3083175
9,CHLA+SCE,2,2,0,10000,3400,0,0,0,643511.3,1605883,0,0,13400,2249394
9,CHLA+SCE,2,3,0,17000,4250,0,0,0,1325891,1276258,0,0,21250,2602149
12,CHLA+SCE,2,1,0,49550,15850,0,0,0,2344706,4405852,0,0,65400,6750558
12,CHLA+SCE,2,2,0,26000,12700,0,0,0,1434094,3018576,0,0,38700,4452670
12,CHLA+SCE,2,3,0,44800,13500,0,0,0,2452025,3346045,0,0,58300,5798070
15,CHLA+SCE,2,1,0,116600,40100,0,0,0,4468723,9281900,0,0,156700,13750623
15,CHLA+SCE,2,2,0,45400,22700,0,0,0,1936526,4976735,0,0,68100,6913261
15,CHLA+SCE,2,3,0,81000,36800,0,0,0,3120460,6954349,0,0,117800,10074809
18,CHLA+SCE,2,1,0,166800,52600,0,0,0,6090145,16929806,0,0,219400,23019951
18,CHLA+SCE,2,2,0,77100,46000,0,0,0,3332471,12233147,0,0,123100,15565618
18,CHLA+SCE,2,3,0,154200,48800,0,0,0,5208640,11998713,0,0,203000,17207353
21,CHLA+SCE,2,1,0,306100,95300,0,0,0,4872104,25317439,0,0,401400,30189544
21,CHLA+SCE,2,2,0,151400,69600,0,0,0,3348199,17130223,0,0,221000,20478422
21,CHLA+SCE,2,3,0,333600,81700,0,0,0,5171713,17418477,0,0,415300,22590190
24,CHLA+SCE,2,1,0,308400,105600,0,0,0,2902671,29413185,0,0,414000,32315856
24,CHLA+SCE,2,2,0,172300,72500,0,0,0,2172849,19544767,0,0,244800,21717616
24,CHLA+SCE,2,3,0,321000,88800,0,0,0,3589744,20637587,0,0,409800,24227331
27,CHLA+SCE,2,1,0,339600,126100,0,0,0,2686282,39538291,0,0,465700,42224572
27,CHLA+SCE,2,2,0,264000,147100,0,0,0,2172400,39108739,0,0,411100,41281139
27,CHLA+SCE,2,3,0,350000,117800,0,0,0,2929414,34754852,0,0,467800,37684266
30,CHLA+SCE,2,1,0,344000,152900,0,0,0,2245109,49935732,0,0,496900,52180841
30,CHLA+SCE,2,2,0,256200,165500,0,0,0,1416232,45120385,0,0,421700,46536617
30,CHLA+SCE,2,3,0,339600,134700,0,0,0,2275866,44099509,0,0,474300,46375374
35,CHLA+SCE,2,1,0,188100,163600,0,0,0,2125813,58803046,0,0,351700,60928859
35,CHLA+SCE,2,2,0,167300,176700,0,0,0,617439.3,52590434,0,0,344000,53207873
35,CHLA+SCE,2,3,0,253600,163800,0,0,0,3716612,53063299,0,0,417400,56779911
40,CHLA+SCE,2,1,0,115800,150300,0,0,0,2871438,47489401,0,0,266100,50360839
40,CHLA+SCE,2,2,0,104500,211500,0,0,0,838001.6,57203379,0,0,316000,58041380
40,CHLA+SCE,2,3,0,110000,162200,0,0,0,2216506,46198430,0,0,272200,48414936
3,CHLA+SCE,4,1,0,150,250,0,0,0,12040.1,224549.2,0,0,400,236589.3
3,CHLA+SCE,4,2,0,450,500,0,0,0,19952.59,519177.4,0,0,950,539130
3,CHLA+SCE,4,3,0,600,150,0,0,0,55099.06,171267.1,0,0,750,226366.2
6,CHLA+SCE,4,1,0,1600,1950,0,0,0,156582.7,803547.6,0,0,3550,960130.3
6,CHLA+SCE,4,2,0,1800,1300,0,0,0,100830.9,573720.5,0,0,3100,674551.4
6,CHLA+SCE,4,3,0,1550,1600,0,0,0,121248.8,711211.6,0,0,3150,832460.4
9,CHLA+SCE,4,1,0,5550,3800,0,0,0,354140.1,1072125,0,0,9350,1426265
9,CHLA+SCE,4,2,0,4750,3900,0,0,0,350244.8,1231451,0,0,8650,1581696
9,CHLA+SCE,4,3,0,5700,4700,0,0,0,378286,1724992,0,0,10400,2103278
12,CHLA+SCE,4,1,0,12800,13300,0,0,0,875322.8,2463351,0,0,26100,3338674
12,CHLA+SCE,4,2,0,9950,10550,0,0,0,646760.7,1708313,0,0,20500,2355074
12,CHLA+SCE,4,3,0,13200,13850,0,0,0,885977.9,2335421,0,0,27050,3221399
15,CHLA+SCE,4,1,0,36200,22500,0,0,0,1818841,5277625,0,0,58700,7096465
15,CHLA+SCE,4,2,0,23400,20800,0,0,0,1196703,3293137,0,0,44200,4489840
15,CHLA+SCE,4,3,0,25700,20800,0,0,0,1282870,3251893,0,0,46500,4534763
18,CHLA+SCE,4,1,0,69800,53100,0,0,0,2745621,9733621,0,0,122900,12479242
18,CHLA+SCE,4,2,0,46900,35300,0,0,0,1992493,5819161,0,0,82200,7811654
18,CHLA+SCE,4,3,0,41300,42800,0,0,0,1723346,6942999,0,0,84100,8666345
21,CHLA+SCE,4,1,0,99400,80400,0,0,0,2800675,18298810,0,0,179800,21099485
21,CHLA+SCE,4,2,0,102600,64600,0,0,0,4063581,14297919,0,0,167200,18361500
21,CHLA+SCE,4,3,0,106800,76400,0,0,0,4300816,15247932,0,0,183200,19548748
24,CHLA+SCE,4,1,0,137700,100500,0,0,0,1888816,19941847,0,0,238200,21830663
24,CHLA+SCE,4,2,0,116200,70500,0,0,0,2247207,15370931,0,0,186700,17618138
24,CHLA+SCE,4,3,0,148700,74100,0,0,0,3074555,14992066,0,0,222800,18066621
27,CHLA+SCE,4,1,0,190800,158900,0,0,0,1890176,34557509,0,0,349700,36447685
27,CHLA+SCE,4,2,0,200400,105600,0,0,0,2413055,24031633,0,0,306000,26444687
27,CHLA+SCE,4,3,0,223300,123600,0,0,0,2841268,26228674,0,0,346900,29069942
30,CHLA+SCE,4,1,0,200700,190300,0,0,0,1372619,42195215,0,0,391000,43567834
30,CHLA+SCE,4,2,0,243100,147800,0,0,0,1683548,33188296,0,0,390900,34871844
30,CHLA+SCE,4,3,0,202700,133400,0,0,0,1393049,29221733,0,0,336100,30614782
35,CHLA+SCE,4,1,0,126400,192100,0,0,0,379976,46983968,0,0,318500,47363944
35,CHLA+SCE,4,2,0,185600,175800,0,0,0,819665.5,43651132,0,0,361400,44470797
35,CHLA+SCE,4,3,0,159200,164500,0,0,0,603593.8,40186641,0,0,323700,40790235
40,CHLA+SCE,4,1,0,47400,202700,0,0,0,462643.3,42126614,0,0,250100,42589257
40,CHLA+SCE,4,2,0,102500,180700,0,0,0,370184,40507435,0,0,283200,40877619
40,CHLA+SCE,4,3,0,105700,188900,0,0,0,665177.5,41380844,0,0,294600,42046022
3,CHLA+SCE,8,1,0,1600,300,0,0,0,26195.61,329467.4,0,0,1900,355663
3,CHLA+SCE,8,2,0,300,150,0,0,0,9359.96,59074.28,0,0,450,68434.24
3,CHLA+SCE,8,3,0,400,50,0,0,0,22478.46,112676.2,0,0,450,135154.7
6,CHLA+SCE,8,1,0,2500,1850,0,0,0,178237.3,787727.9,0,0,4350,965965.2
6,CHLA+SCE,8,2,0,2150,1250,0,0,0,188971.6,765103.5,0,0,3400,954075.2
6,CHLA+SCE,8,3,0,1850,750,0,0,0,116519.8,443639.5,0,0,2600,560159.3
9,CHLA+SCE,8,1,0,6250,3650,0,0,0,442289.8,1328658,0,0,9900,1770948
9,CHLA+SCE,8,2,0,6150,3650,0,0,0,358339.6,1956950,0,0,9800,2315290
9,CHLA+SCE,8,3,0,5200,3700,0,0,0,384256.4,1151084,0,0,8900,1535341
12,CHLA+SCE,8,1,0,14050,12550,0,0,0,773041.4,2322510,0,0,26600,3095552
12,CHLA+SCE,8,2,0,14400,11900,0,0,0,912656.6,2290843,0,0,26300,3203500
12,CHLA+SCE,8,3,0,14000,11000,0,0,0,838036.5,2219368,0,0,25000,3057404
15,CHLA+SCE,8,1,0,30600,28400,0,0,0,1509256,4157599,0,0,59000,5666854
15,CHLA+SCE,8,2,0,25900,27700,0,0,0,978940.3,4585025,0,0,53600,5563965
15,CHLA+SCE,8,3,0,25500,23400,0,0,0,1424354,4265888,0,0,48900,5690242
18,CHLA+SCE,8,1,0,53500,47900,0,0,0,2312690,10117658,0,0,101400,12430348
18,CHLA+SCE,8,2,0,51100,30200,0,0,0,2226087,5043955,0,0,81300,7270042
18,CHLA+SCE,8,3,0,55800,43700,0,0,0,2345351,7833373,0,0,99500,10178724
21,CHLA+SCE,8,1,0,97700,76600,0,0,0,3139257,14969409,0,0,174300,18108666
21,CHLA+SCE,8,2,0,106700,64200,0,0,0,4304156,13378733,0,0,170900,17682890
21,CHLA+SCE,8,3,0,119000,67100,0,0,0,4829508,14603436,0,0,186100,19432943
24,CHLA+SCE,8,1,0,149200,104800,0,0,0,2184423,20447418,0,0,254000,22631841
24,CHLA+SCE,8,2,0,126700,58100,0,0,0,2293346,12119977,0,0,184800,14413323
24,CHLA+SCE,8,3,0,181200,80500,0,0,0,2859434,16024573,0,0,261700,18884006
27,CHLA+SCE,8,1,0,177600,139000,0,0,0,1309459,27481337,0,0,316600,28790796
27,CHLA+SCE,8,2,0,237700,119700,0,0,0,2984037,23511115,0,0,357400,26495152
27,CHLA+SCE,8,3,0,213300,108500,0,0,0,2382442,23456609,0,0,321800,25839051
30,CHLA+SCE,8,1,0,182000,181100,0,0,0,882401.2,38995777,0,0,363100,39878179
30,CHLA+SCE,8,2,0,278100,171700,0,0,0,2098859,37333725,0,0,449800,39432584
