day,combination,NPs,replicate,ANK_cell_ml,CHLA_cell_ml,SCE_cell_ml,SEL_cell_ml,STA_cell_ml,ANK_biomass_ml,CHLA_biomass_ml,SCE_biomass_ml,SEL_biomass_ml,STA_biomass_ml,cell_ml,biomass_ml
6,SEL+STA,16,3,0,0,0,1650,100,0,0,0,4379.849,51267.59,1750,55647.44
9,SEL+STA,16,1,0,0,0,20350,350,0,0,0,38635.51,952764.5,20700,991400
9,SEL+STA,16,2,0,0,0,19050,550,0,0,0,36916.63,1305721,19600,1342638
9,SEL+STA,16,3,0,0,0,10250,50,0,0,0,23531.81,61490.62,10300,85022.42
12,SEL+STA,16,1,0,0,0,125150,1050,0,0,0,173072.5,1662997,126200,1836069
12,SEL+STA,16,2,0,0,0,142800,850,0,0,0,193909.1,955565.6,143650,1149475
12,SEL+STA,16,3,0,0,0,73450,650,0,0,0,121299.3,994756.2,74100,1116055
15,SEL+STA,16,1,0,0,0,519900,1100,0,0,0,404923.4,1995033,521000,2399956
15,SEL+STA,16,2,0,0,0,474550,1200,0,0,0,341781.3,1644101,475750,1985882
15,SEL+STA,16,3,0,0,0,370250,1000,0,0,0,325868,987615.9,371250,1313484
18,SEL+STA,16,1,0,0,0,1662900,1050,0,0,0,1508274,2157000,1663950,3665274
18,SEL+STA,16,2,0,0,0,1270550,800,0,0,0,871264.5,1251825,1271350,2123089
18,SEL+STA,16,3,0,0,0,966050,850,0,0,0,764651.8,138.557,966900,764790.3
21,SEL+STA,16,1,0,0,0,2461100,2700,0,0,0,2511849,2087635,2463800,4599484
21,SEL+STA,16,2,0,0,0,2151500,1200,0,0,0,1780568,1563808,2152700,3344377
21,SEL+STA,16,3,0,0,0,1773600,500,0,0,0,2121644,641443.3,1774100,2763087
24,SEL+STA,16,1,0,0,0,2782800,900,0,0,0,3138373,813379.6,2783700,3951752
24,SEL+STA,16,2,0,0,0,2469600,1900,0,0,0,2525442,2805597,2471500,5331039
24,SEL+STA,16,3,0,0,0,2117700,600,0,0,0,3127601,139.8378,2118300,3127741
27,SEL+STA,16,1,0,0,0,3980400,2300,0,0,0,4358325,1683013,3982700,6041338
27,SEL+STA,16,2,0,0,0,3454300,1500,0,0,0,3619593,1465724,3455800,5085317
27,SEL+STA,16,3,0,0,0,3164100,2100,0,0,0,3833990,310.7312,3166200,3834301
30,SEL+STA,16,1,0,0,0,4104100,700,0,0,0,4668070,1025061,4104800,5693130
30,SEL+STA,16,2,0,0,0,4713300,900,0,0,0,4792865,1129252,4714200,5922117
30,SEL+STA,16,3,0,0,0,3952700,1800,0,0,0,4754412,1872026,3954500,6626438
35,SEL+STA,16,1,0,0,0,4828500,1500,0,0,0,7445709,1520696,4830000,8966405
35,SEL+STA,16,2,0,0,0,4177000,1700,0,0,0,5757422,1891439,4178700,7648861
35,SEL+STA,16,3,0,0,0,3592800,400,0,0,0,5279226,3514756,3593200,8793981
40,SEL+STA,16,1,0,0,0,4481900,800,0,0,0,7676668,623832.2,4482700,8300500
40,SEL+STA,16,2,0,0,0,4587900,1600,0,0,0,7434333,1412704,4589500,8847037
40,SEL+STA,16,3,0,0,0,4175800,1700,0,0,0,6917330,1774972,4177500,8692301
